City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
320,tokur,53.1333,132.9,25.36,93,{'all': 100},5.88,RU,1681225798
321,naryan-mar,67.6713,53.087,18.23,96,{'all': 99},6.67,RU,1681225798
322,yerbogachen,61.2767,108.0108,24.48,91,{'all': 100},16.55,RU,1681225798
323,baykit,61.67,96.37,23.81,93,{'all': 100},6.6,RU,1681225610
324,attendorn,51.1265,7.9033,56.16,50,{'all': 74},11.92,DE,1681225799
325,quatre cocos,-20.2078,57.7625,78.1,82,{'all': 86},10.33,MU,1681225799
326,irbil,36.1926,44.0106,71.87,45,{'all': 100},5.48,IQ,1681225799
327,ahipara,-35.1667,173.1667,62.69,91,{'all': 99},10.36,NZ,1681225800
328,kloulklubed,7.0419,134.2556,82.87,76,{'all': 89},5.82,PW,1681225800
329,axim,4.8699,-2.2405,86.34,64,{'all': 94},11.56,GH,1681225800
330,shellbrook,53.2168,-106.4011,36.63,89,{'all': 100},8.93,CA,1681225801
331,henties bay,-22.116,14.2845,64.81,67,{'all': 5},5.53,,1681225801
332,bengkulu,-3.8004,102.2655,77.77,85,{'all': 91},2.82,ID,1681225801
333,east london,-33.0153,27.9116,68.99,47,{'all': 28},18.84,ZA,1681225801
334,thunder bay,48.4001,-89.3168,42.21,96,{'all': 100},7.96,CA,1681225607
335,zanesville,39.9404,-82.0132,66.58,33,{'all': 0},4.61,US,1681225802
336,apiai,-24.5094,-48.8425,73.17,42,{'all': 4},3.96,BR,1681225812
337,bosobolo,4.1833,19.9,79.45,71,{'all': 100},7.07,CD,1681225812
338,mancora,-4.1078,-81.0475,81.77,72,{'all': 90},3.11,PE,1681225813
339,airai,-8.9266,125.4092,60.94,94,{'all': 24},2.1,TL,1681225823
340,divnogorsk,55.9594,92.3619,30.69,76,{'all': 81},14.12,RU,1681225823
341,ribeira grande,38.5167,-28.7,66.6,82,{'all': 40},13.0,PT,1681225834
342,festus,38.2206,-90.396,71.58,53,{'all': 0},6.89,US,1681225586
343,manta,-0.95,-80.7333,85.78,74,{'all': 40},4.61,EC,1681225650
344,gondanglegi,-7.7479,112.0132,75.24,92,{'all': 77},5.61,ID,1681225834
345,micheldorf,46.9222,14.4405,60.71,54,{'all': 85},4.41,AT,1681225834
346,pauini,-7.7136,-66.9764,86.95,64,{'all': 88},1.48,BR,1681225835
347,manaure,11.7751,-72.4445,85.12,61,{'all': 94},10.25,CO,1681225835
348,pevek,69.7008,170.3133,-23.94,100,{'all': 58},3.85,RU,1681225835
349,oussouye,12.485,-16.5469,93.25,27,{'all': 5},10.63,SN,1681225846
350,tilichiki,60.4667,166.1,3.33,90,{'all': 100},8.75,RU,1681225846
351,rasnov,45.5833,25.45,48.85,57,{'all': 100},9.22,RO,1681225846
352,goderich,43.7501,-81.7165,52.92,69,{'all': 100},16.28,CA,1681225846
353,ekimchan,53.0667,132.9667,30.49,93,{'all': 100},5.68,RU,1681225854
354,korem,12.5058,39.5228,64.24,69,{'all': 9},7.65,ET,1681225856
355,jaru,-10.4389,-62.4664,83.03,77,{'all': 98},2.8,BR,1681225856
356,yanino,59.9355,30.6153,58.66,44,{'all': 100},5.73,RU,1681225857
357,impfondo,1.6381,18.0667,70.61,97,{'all': 100},4.97,CG,1681225858
358,sobolevo,54.4299,31.8996,56.1,54,{'all': 77},5.39,RU,1681225858
359,batesville,35.7698,-91.641,67.08,59,{'all': 0},1.01,US,1681225858
360,antofagasta,-23.65,-70.4,72.68,64,{'all': 36},6.4,CL,1681225858
361,yunyang,33.4474,112.7142,60.89,39,{'all': 0},3.58,CN,1681225859
362,umarga,17.8333,76.6167,96.31,14,{'all': 59},4.65,IN,1681225859
363,saldanha,-33.0117,17.9442,60.93,69,{'all': 82},15.14,ZA,1681225859
364,moisei,47.6556,24.5401,49.87,63,{'all': 53},4.9,RO,1681225859
365,stokmarknes,68.5646,14.9108,46.38,53,{'all': 0},13.8,NO,1681225860
366,sehithwa,-20.4667,22.7167,88.81,23,{'all': 37},4.61,BW,1681225860
367,novyy urgal,51.0736,132.5642,33.73,80,{'all': 97},5.06,RU,1681225860
368,tiksi,71.6872,128.8694,-13.92,100,{'all': 100},1.41,RU,1681225860
369,ballachulish,56.6774,-5.1308,50.41,62,{'all': 71},12.26,GB,1681225860
370,saint-augustin,51.226,-58.6502,34.7,94,{'all': 94},11.63,CA,1681225861
371,murgab,37.4966,61.9714,79.39,23,{'all': 64},11.92,TM,1681225861
372,flinders,-34.5833,150.8552,57.38,82,{'all': 83},4.0,AU,1681225861
373,leningradskiy,69.3833,178.4167,-12.68,95,{'all': 99},6.64,RU,1681225862
374,geraldton,-28.7667,114.6,59.41,77,{'all': 0},4.61,AU,1681225862
375,komsomolskiy,40.4272,71.7189,65.12,48,{'all': 100},0.0,UZ,1681225864
376,dingle,10.9995,122.6711,75.67,77,{'all': 100},4.21,PH,1681225865
377,shaowu,27.3409,117.4831,66.72,97,{'all': 53},1.12,CN,1681225865
378,soyo,-6.1349,12.3689,83.57,72,{'all': 100},6.8,AO,1681225869
379,uige,-7.6087,15.0613,75.6,85,{'all': 97},2.66,AO,1681225871
380,port elizabeth,-33.918,25.5701,65.1,72,{'all': 86},5.99,ZA,1681225874
381,parana,-31.732,-60.5238,83.55,65,{'all': 97},8.84,AR,1681225884
382,namibe,-15.1961,12.1522,77.49,68,{'all': 57},8.48,AO,1681225897
383,bull savanna,17.8868,-77.5902,79.65,63,{'all': 0},4.16,JM,1681225897
384,potiskum,11.7091,11.0694,104.27,8,{'all': 99},12.24,NG,1681225897
385,paris,48.8534,2.3488,58.37,61,{'all': 75},13.8,FR,1681225666
386,longyearbyen,78.2186,15.6401,26.44,86,{'all': 75},6.91,SJ,1681225898
387,kiama,-34.6833,150.8667,61.0,83,{'all': 93},6.2,AU,1681225898
388,pak phanang,8.3511,100.202,82.89,73,{'all': 30},3.42,TH,1681225762
389,puerto ayora,-0.7393,-90.3518,85.96,85,{'all': 39},4.0,EC,1681225901
390,rozzano,45.3819,9.1606,69.66,52,{'all': 20},9.22,IT,1681225901
391,villa guerrero,18.8667,-99.65,67.62,54,{'all': 36},2.84,MX,1681225901
392,ossora,59.2353,163.0719,9.91,95,{'all': 100},11.86,RU,1681225902
393,weihe,32.9952,105.3247,61.57,77,{'all': 87},3.94,CN,1681225902
394,sola,-13.8833,167.55,82.49,74,{'all': 79},7.9,VU,1681225902
395,khonsa,27.0167,95.5667,63.73,54,{'all': 0},4.97,IN,1681225902
396,wang saphung,17.301,101.7685,94.08,54,{'all': 98},2.95,TH,1681225902
397,ostrovnoy,68.0531,39.5131,33.82,96,{'all': 100},13.98,RU,1681225903
398,seara,41.1818,-7.8003,66.16,37,{'all': 96},8.7,PT,1681225903
399,hohhot,40.8106,111.6522,40.73,28,{'all': 0},3.83,CN,1681225903
400,linhares,-19.3911,-40.0722,83.1,53,{'all': 63},10.13,BR,1681225665
401,chengde,40.9725,117.9361,42.71,15,{'all': 0},7.87,CN,1681225903
402,kendari,-3.945,122.4989,77.41,90,{'all': 14},1.07,ID,1681225904
403,lima,-12.0432,-77.0282,79.05,65,{'all': 75},11.5,PE,1681225666
404,brae,60.3964,-1.353,46.99,76,{'all': 100},10.36,GB,1681225904
405,smithers,54.7804,-127.1743,33.31,94,{'all': 100},1.21,CA,1681225904
406,griffith,41.5284,-87.4237,68.47,47,{'all': 0},11.5,US,1681225904
407,bria,6.5423,21.9863,84.9,51,{'all': 98},4.34,CF,1681225905
408,vilcun,-38.65,-72.2333,61.54,74,{'all': 32},3.74,CL,1681225905
409,koumac,-20.5667,164.2833,76.39,85,{'all': 6},4.5,NC,1681225905
410,pampa,35.5362,-100.9599,65.57,59,{'all': 0},16.11,US,1681225905
411,solnechnyy,50.7214,136.6319,34.32,99,{'all': 100},2.84,RU,1681225905
412,gijon,43.5357,-5.6615,66.45,66,{'all': 73},8.99,ES,1681225821
413,valcourt,45.5001,-72.3158,54.52,54,{'all': 100},13.27,CA,1681225906
414,siparia,10.1333,-61.5,87.82,65,{'all': 100},9.57,TT,1681225906
415,skjervoy,70.0311,20.9714,39.2,72,{'all': 0},11.54,NO,1681225906
416,hamburg,53.55,10.0,49.15,84,{'all': 75},10.36,DE,1681225258
417,vao,-22.6667,167.4833,76.15,79,{'all': 61},3.31,NC,1681225907
418,key west,24.5557,-81.7826,79.0,75,{'all': 75},16.11,US,1681225081
419,alofi,-19.0595,-169.9187,80.42,62,{'all': 73},20.49,NU,1681225907
420,norrtalje,59.758,18.705,53.78,70,{'all': 41},9.15,SE,1681225907
421,kumano,34.3442,132.5894,59.92,90,{'all': 100},7.11,JP,1681225907
422,floro,61.5996,5.0328,51.87,81,{'all': 75},17.27,NO,1681225908
423,simpang,-1.2667,104.0833,76.69,92,{'all': 94},2.13,ID,1681225908
424,eregli,37.5133,34.0467,58.69,33,{'all': 66},15.86,TR,1681225908
425,aksu,41.1231,80.2644,66.56,13,{'all': 11},21.81,CN,1681225908
426,kundla,21.3333,71.3,92.01,24,{'all': 100},11.39,IN,1681225909
427,bahile,9.9995,118.7878,80.47,81,{'all': 81},4.25,PH,1681225909
428,aswan,24.0934,32.907,86.95,15,{'all': 85},12.91,EG,1681225909
429,puerto madero,14.7208,-92.4215,88.0,58,{'all': 0},3.44,MX,1681225909
430,creel,27.75,-107.6333,56.12,59,{'all': 67},8.97,MX,1681225909
431,del rio,29.3627,-100.8968,67.23,77,{'all': 100},10.36,US,1681225910
432,port macquarie,-31.4333,152.9167,52.9,75,{'all': 74},6.85,AU,1681225910
433,uaua,-9.8414,-39.4817,91.2,27,{'all': 55},8.88,BR,1681225910
434,kanungu,-0.9575,29.7897,70.3,75,{'all': 86},4.09,UG,1681225910
435,vigrestad,58.5667,5.7,47.25,94,{'all': 100},7.47,NO,1681225910
436,northam,51.0333,-4.2167,49.24,94,{'all': 100},28.74,GB,1681225911
437,la orilla,17.9833,-102.2333,81.21,60,{'all': 93},1.95,MX,1681225911
438,road town,18.4167,-64.6167,82.49,65,{'all': 40},8.05,VG,1681225911
439,hofn,64.2539,-15.2082,41.47,82,{'all': 98},2.57,IS,1681225911
440,erenhot,43.6475,111.9767,37.99,18,{'all': 0},11.56,CN,1681225912
441,aripuana,-9.1667,-60.6333,87.44,60,{'all': 98},2.51,BR,1681225908
442,gornopravdinsk,60.05,69.9,30.49,91,{'all': 100},8.39,RU,1681225912
443,ottawa,45.4112,-75.6981,57.43,48,{'all': 75},12.66,CA,1681225202
444,columbus,39.9612,-82.9988,67.95,38,{'all': 0},6.91,US,1681225913
445,hefei,31.8639,117.2808,59.95,58,{'all': 99},8.34,CN,1681225728
446,didwana,27.4,74.5667,88.52,17,{'all': 91},11.1,IN,1681225913
447,juneau,58.3019,-134.4197,31.21,97,{'all': 40},0.0,US,1681225723
448,rundu,-17.9333,19.7667,87.98,25,{'all': 71},5.99,,1681225914
449,chumikan,54.7183,135.315,24.33,84,{'all': 100},24.23,RU,1681225914
450,guerrero negro,27.9769,-114.0611,59.61,79,{'all': 0},11.39,MX,1681225914
451,newcastle,-32.9272,151.7765,62.71,79,{'all': 40},5.75,AU,1681225785
452,rumonge,-3.9736,29.4386,77.83,81,{'all': 100},5.57,BI,1681225914
453,colquechaca,-18.6667,-66.0167,43.2,47,{'all': 16},2.73,BO,1681225897
454,varkaus,62.3153,27.873,37.42,99,{'all': 100},2.73,FI,1681225915
455,vawkavysk,53.1561,24.4513,54.3,62,{'all': 100},8.3,BY,1681225915
456,urumqi,43.801,87.6005,56.35,36,{'all': 75},4.47,CN,1681225915
457,waverley,-25.7023,28.2591,76.32,3,{'all': 0},5.5,ZA,1681225915
458,kiruna,67.8557,20.2251,38.32,60,{'all': 0},9.22,SE,1681225915
459,bodmin,50.4715,-4.7243,49.96,93,{'all': 75},26.46,GB,1681225916
460,xiuyan,40.2928,123.2744,42.69,18,{'all': 0},10.56,CN,1681225916
461,san andres,12.5847,-81.7006,86.02,66,{'all': 20},9.22,CO,1681225912
462,paamiut,61.994,-49.6678,29.64,89,{'all': 15},6.44,GL,1681225916
463,codrington,-38.2667,141.9667,53.65,89,{'all': 100},15.08,AU,1681225916
464,salamanca,40.8333,-6.0,71.38,35,{'all': 58},14.97,ES,1681225917
465,springdale,36.1867,-94.1288,67.05,66,{'all': 100},4.61,US,1681225765
466,savannah bight,16.45,-85.85,78.04,67,{'all': 32},0.67,HN,1681225917
467,russell,32.3502,-85.1999,66.96,39,{'all': 0},5.75,US,1681225917
468,mana,5.6592,-53.7767,85.39,64,{'all': 92},9.08,GF,1681225917
469,buala,-8.145,159.5921,78.93,80,{'all': 99},2.53,SB,1681225918
470,kapustin yar,48.5831,45.7372,61.38,35,{'all': 82},13.11,RU,1681225918
471,the valley,18.217,-63.0578,82.81,79,{'all': 5},16.11,AI,1681225918
472,san cristobal,7.7669,-72.225,77.18,52,{'all': 86},5.77,VE,1681225918
473,rawson,-43.3002,-65.1023,56.64,66,{'all': 100},20.94,AR,1681225919
474,mackay,-21.15,149.2,69.67,78,{'all': 14},5.14,AU,1681225919
475,lagos,6.5833,3.75,89.42,56,{'all': 51},11.25,NG,1681225800
476,uporovo,56.3109,66.2693,35.94,50,{'all': 78},7.27,RU,1681225919
477,caravelas,-17.7125,-39.2481,78.76,83,{'all': 89},10.22,BR,1681225919
478,sanandaj,35.3144,46.9923,68.02,17,{'all': 40},18.41,IR,1681225920
479,erzin,36.9559,36.2,59.67,70,{'all': 28},7.07,TR,1681225920
480,veraval,20.9,70.3667,80.26,68,{'all': 19},13.49,IN,1681225920
481,miles city,46.4083,-105.8406,56.37,54,{'all': 0},8.05,US,1681225750
482,formiga,-20.4644,-45.4264,74.44,68,{'all': 99},5.32,BR,1681225623
483,bonthe,7.5264,-12.505,86.14,63,{'all': 38},13.24,SL,1681225921
484,cap malheureux,-19.9842,57.6142,78.48,77,{'all': 72},5.01,MU,1681225921
485,bilibino,68.0546,166.4372,-22.36,96,{'all': 14},5.32,RU,1681225921
486,dengzhou,37.8086,120.7508,48.25,36,{'all': 0},9.82,CN,1681225921
487,tijuana,32.5333,-117.0167,56.98,94,{'all': 100},3.44,MX,1681225715
488,yinchuan,38.4681,106.2731,57.58,11,{'all': 99},4.18,CN,1681225924
489,herouville-saint-clair,49.2109,-0.3065,51.62,81,{'all': 100},11.5,FR,1681225924
490,belmonte,-15.8631,-38.8828,79.99,80,{'all': 34},6.33,BR,1681225925
491,beloha,-25.1667,45.05,76.46,70,{'all': 1},9.57,MG,1681225926
492,ballina,-28.8667,153.5667,55.78,77,{'all': 98},6.64,AU,1681225927
493,jipijapa,-1.3333,-80.5833,81.9,69,{'all': 19},0.34,EC,1681225928
494,amalapuram,16.5833,82.0167,80.6,70,{'all': 6},5.95,IN,1681225930
495,huangzhai,38.0751,112.6595,48.61,17,{'all': 0},0.83,CN,1681225932
496,grand gaube,-20.0064,57.6608,78.39,77,{'all': 73},5.01,MU,1681225932
497,tiradentes,-21.1103,-44.1781,73.81,66,{'all': 79},5.77,BR,1681225932
498,vilyuysk,63.7553,121.6247,-10.57,100,{'all': 80},2.55,RU,1681225932
499,clyde river,70.4692,-68.5914,-0.17,85,{'all': 0},20.71,CA,1681225937
500,banjar,-8.19,114.9675,77.85,92,{'all': 74},4.83,ID,1681225939
501,tuni,17.35,82.55,83.16,61,{'all': 21},4.94,IN,1681225940
502,itamaraca,-7.7478,-34.8256,84.25,62,{'all': 100},7.43,BR,1681225940
503,come,6.4076,1.882,88.3,59,{'all': 80},13.87,BJ,1681225940
504,laguna,38.421,-121.4238,59.05,88,{'all': 100},5.75,US,1681225946
505,cholet,47.1667,-1.0,57.25,69,{'all': 100},15.77,FR,1681225949
506,bin qirdan,33.1378,11.2197,64.8,45,{'all': 2},12.62,TN,1681225949
507,murray bridge,-35.1167,139.2667,67.12,65,{'all': 1},20.85,AU,1681225954
508,krasnoselkup,65.7,82.4667,-1.89,96,{'all': 100},11.39,RU,1681225962
509,raymond,43.9015,-70.4703,63.52,34,{'all': 100},8.93,US,1681225963
510,paso de los toros,-32.8167,-56.5167,81.55,41,{'all': 0},12.55,UY,1681225725
511,tenabo,20.05,-90.2333,82.4,45,{'all': 88},3.15,MX,1681225963
512,sistranda,63.7256,8.834,49.96,67,{'all': 100},29.12,NO,1681225963
513,sept-iles,50.2001,-66.3821,46.06,76,{'all': 75},5.01,CA,1681225668
514,hvolsvollur,63.7533,-20.2243,43.47,90,{'all': 100},5.66,IS,1681225964
515,santa ines,-3.6667,-45.38,87.93,63,{'all': 49},3.76,BR,1681225964
516,vilhena,-12.7406,-60.1458,80.22,68,{'all': 100},4.14,BR,1681225964
517,kerekegyhaza,46.9372,19.4781,63.75,52,{'all': 100},10.45,HU,1681225964
518,indramayu,-6.3264,108.32,80.87,80,{'all': 98},5.35,ID,1681225965
519,chongwe,-15.3292,28.682,74.66,68,{'all': 98},2.68,ZM,1681225965
520,kostomuksha,64.571,30.5767,36.07,88,{'all': 99},5.08,RU,1681225965
521,tanout,14.9709,8.8879,100.11,9,{'all': 38},16.11,NE,1681225966
522,nizhniy tsasuchey,50.5167,115.1333,24.01,51,{'all': 1},10.85,RU,1681225966
523,lilongwe,-13.9669,33.7873,72.37,88,{'all': 51},2.1,MW,1681225900
524,honningsvag,70.9821,25.9704,35.35,87,{'all': 75},3.44,NO,1681225966
525,la ciotat,43.1748,5.6045,73.8,70,{'all': 99},20.6,FR,1681225966
526,satwas,22.5333,76.6833,93.11,13,{'all': 61},1.83,IN,1681225967
527,praya,14.9215,-23.5087,81.14,47,{'all': 20},18.41,CV,1681225967
528,clevelandia,-26.3958,-52.4708,75.92,47,{'all': 0},6.22,BR,1681225967
529,lang son,21.8333,106.7333,72.54,91,{'all': 79},2.04,VN,1681225967
530,high level,58.5169,-117.136,35.6,72,{'all': 13},4.81,CA,1681225967
531,labuhan,-6.8844,112.2051,79.41,83,{'all': 42},5.91,ID,1681225967
532,lander,42.833,-108.7307,44.58,70,{'all': 0},4.61,US,1681225968
533,esso,55.9333,158.7,5.94,97,{'all': 89},4.74,RU,1681225968
534,keene,42.9337,-72.2781,67.84,31,{'all': 0},4.61,US,1681225968
535,moindou,-21.6924,165.677,76.23,83,{'all': 44},2.33,NC,1681225968
536,vega de alatorre,20.0333,-96.6333,75.24,82,{'all': 75},8.5,MX,1681225968
537,grindavik,63.8424,-22.4338,39.67,93,{'all': 100},17.27,IS,1681225969
538,usevya,-7.1,31.2333,74.84,88,{'all': 69},2.75,TZ,1681225969
539,tessaoua,13.7574,7.9874,104.13,8,{'all': 49},13.67,NE,1681225969
540,homer,59.6425,-151.5483,28.8,84,{'all': 100},0.0,US,1681225969
541,staryy nadym,65.6118,72.6842,-7.62,92,{'all': 9},5.86,RU,1681225970
542,zabaykalsk,49.6333,117.3167,23.54,62,{'all': 14},18.88,RU,1681225970
543,horasan,40.0458,42.1728,45.91,89,{'all': 100},9.73,TR,1681225970
544,manoel urbano,-8.8389,-69.2597,76.57,91,{'all': 100},1.28,BR,1681225904
545,tautira,-17.7333,-149.15,80.89,73,{'all': 100},6.11,PF,1681225970
546,bani walid,31.7566,13.9942,67.42,26,{'all': 0},18.72,LY,1681225971
547,roros,62.5747,11.3842,40.84,60,{'all': 75},24.16,NO,1681225971
548,roald,62.5833,6.1333,56.32,47,{'all': 0},11.5,NO,1681225971
549,binga,-17.6203,27.3414,86.43,42,{'all': 58},6.17,ZW,1681225971
550,tupelo,34.2576,-88.7034,64.89,44,{'all': 0},6.91,US,1681225437
551,beidao,34.5686,105.8933,57.36,57,{'all': 80},5.35,CN,1681225972
552,marblehead,42.5001,-70.8578,72.32,24,{'all': 0},9.22,US,1681225972
553,pincher creek,49.4833,-113.952,44.89,80,{'all': 59},18.88,CA,1681225972
554,marienburg,54.0359,19.0266,60.89,67,{'all': 100},13.49,PL,1681225972
555,north myrtle beach,33.816,-78.68,65.12,43,{'all': 0},8.05,US,1681225965
556,mingyue,43.1069,128.9217,32.5,30,{'all': 4},16.15,CN,1681225972
557,sunam,30.1333,75.8,84.6,18,{'all': 55},7.83,IN,1681225973
558,santiago del estero,-27.7951,-64.2615,82.36,52,{'all': 0},18.37,AR,1681225881
559,kavaratti,10.5669,72.642,84.22,70,{'all': 60},9.33,IN,1681225973
560,pavlovka,52.6897,47.1405,53.87,39,{'all': 15},5.23,RU,1681225973
561,orlik,52.5178,99.825,18.41,86,{'all': 89},3.65,RU,1681225973
562,gizo,-8.103,156.8419,81.12,77,{'all': 89},6.17,SB,1681225974
563,amahai,-3.3333,128.9167,79.79,85,{'all': 53},2.3,ID,1681225974
564,svetlogorsk,52.6333,29.7333,57.52,45,{'all': 45},8.93,BY,1681225974
565,naraina,26.7833,75.2,89.78,14,{'all': 91},1.3,IN,1681225974
566,ovalle,-30.5983,-71.2003,78.1,34,{'all': 14},3.98,CL,1681225974
567,fort nelson,58.8053,-122.7002,31.95,52,{'all': 0},3.0,CA,1681225974
568,kokuy,52.2037,117.5529,20.68,83,{'all': 93},7.49,RU,1681225975
569,meadow lake,34.8014,-106.5436,66.49,35,{'all': 0},12.19,US,1681225975
570,minsk,53.9,27.5667,60.55,46,{'all': 99},7.4,BY,1681225248
571,abu dhabi,24.4667,54.3667,86.11,54,{'all': 0},4.61,AE,1681225747
572,mattru,7.6244,-11.8332,95.16,43,{'all': 26},3.27,SL,1681225975
573,lufilufi,-13.8745,-171.5986,73.18,69,{'all': 3},17.72,WS,1681225975
574,beyneu,45.3167,55.2,68.54,29,{'all': 29},9.13,KZ,1681225883
575,nusaybin,37.0778,41.2178,64.06,76,{'all': 100},4.18,TR,1681225976
576,gayny,60.3071,54.3241,35.01,89,{'all': 100},3.29,RU,1681225976
577,abalak,58.1286,68.5944,31.75,60,{'all': 98},7.43,RU,1681225976
578,port hedland,-20.3167,118.5667,80.65,69,{'all': 100},3.44,AU,1681225976
579,katangli,51.7102,143.2326,27.97,79,{'all': 100},18.34,RU,1681225977
580,bere,9.3202,16.1552,106.86,11,{'all': 94},5.35,TD,1681225977
581,pemberton,50.3164,-122.8027,38.89,93,{'all': 100},3.18,CA,1681225707
582,joanopolis,-22.9303,-46.2756,76.78,59,{'all': 20},1.7,BR,1681225977
583,burnie,-41.0667,145.9167,55.94,90,{'all': 92},14.47,AU,1681225977
584,marawi,7.9986,124.2928,67.77,88,{'all': 87},1.14,PH,1681225978
585,quelimane,-17.8786,36.8883,79.21,84,{'all': 45},6.89,MZ,1681225978
586,santa isabel do rio negro,-0.4139,-65.0192,91.51,53,{'all': 83},1.34,BR,1681225978
587,salalah,17.0151,54.0924,84.29,70,{'all': 40},6.91,OM,1681225978
588,turtas,58.9417,69.1325,29.97,81,{'all': 100},4.83,RU,1681225979
589,dudinka,69.4058,86.1778,-19.25,98,{'all': 61},9.78,RU,1681225979
590,marfino,55.7028,37.3822,61.05,29,{'all': 0},4.47,RU,1681225979
